Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
15,88,Yes,8,Medium,Low,Positive,2,Male,73,69,80,77,69,64,B+
24,60,Yes,5,Medium,High,Neutral,5,Male,71,73,84,87,67,64,B+
19,77,Yes,6,Low,Medium,Negative,2,Male,80,68,87,87,52,66,A-
15,96,No,7,Medium,Low,Positive,2,Male,78,75,85,84,72,68,A-
17,67,Yes,10,Medium,Medium,Positive,5,Male,76,78,88,87,49,65,A-
24,71,Yes,5,Medium,Medium,Positive,3,Male,77,74,85,85,72,67,A-
18,81,Yes,10,Low,Medium,Negative,2,Male,76,72,88,78,53,64,B+
30,71,Yes,9,High,Medium,Neutral,4,Male,79,80,87,88,93,70,A
18,68,Yes,8,Low,Medium,Positive,2,Male,68,78,87,82,81,65,A-
21,84,No,9,Low,High,Negative,3,Female,74,65,82,87,51,65,A-
26,64,No,8,High,Medium,Positive,4,Male,73,78,79,83,89,68,A-
11,62,Yes,4,Medium,Medium,Negative,3,Male,67,67,87,82,66,61,B+
11,89,Yes,5,Medium,Medium,Neutral,2,Female,75,73,84,89,61,65,A-
28,82,Yes,6,Medium,Medium,Neutral,5,Female,82,81,92,82,78,69,A-
17,77,No,7,Low,High,Positive,2,Male,72,66,88,85,52,64,B+
35,83,No,6,Medium,Medium,Neutral,2,Female,78,72,82,86,51,69,A-
17,75,Yes,8,Low,Medium,Neutral,3,Male,81,66,92,85,79,67,A-
21,97,Yes,7,High,High,Neutral,1,Male,83,79,86,85,97,74,A
29,62,Yes,8,Medium,Medium,Negative,3,Male,84,80,90,87,72,66,A-
32,87,Yes,7,Medium,Low,Neutral,4,Male,82,79,90,90,69,72,A
32,96,Yes,7,Low,Medium,Neutral,5,Male,74,75,89,86,95,73,A
27,92,No,6,High,High,Positive,4,Male,84,78,91,87,60,73,A
26,67,Yes,5,High,Medium,Negative,2,Male,72,64,82,86,60,63,B+
24,72,Yes,7,Medium,Medium,Negative,2,Male,82,72,88,83,93,69,A-
25,89,Yes,6,High,Medium,Neutral,6,Male,82,80,85,81,80,71,A
17,63,No,9,High,High,Neutral,4,Male,70,65,87,86,51,63,B+
15,92,Yes,5,Medium,Low,Positive,5,Female,72,82,88,83,82,69,A-
20,89,Yes,10,Low,Medium,Neutral,3,Male,79,79,90,84,89,72,A
19,89,Yes,7,Medium,Medium,Positive,4,Female,73,76,81,84,62,68,A-
17,64,No,7,Medium,Medium,Negative,3,Female,68,68,80,80,67,62,B+
24,89,Yes,6,Medium,Medium,Neutral,2,Male,78,79,85,78,58,68,A-
26,87,Yes,8,High,Medium,Negative,2,Male,85,82,86,84,80,71,A
21,93,Yes,7,Low,High,Neutral,3,Male,76,76,80,83,81,67,A-
29,62,Yes,7,High,Medium,Positive,3,Female,68,75,85,87,51,65,A-
13,61,Yes,8,High,High,Neutral,3,Male,70,67,80,79,82,60,B+
19,75,Yes,8,High,Medium,Neutral,2,Male,81,78,87,86,81,68,A-
16,66,Yes,9,Medium,Low,Negative,3,Male,65,65,82,78,50,59,B
20,97,Yes,6,High,Low,Neutral,3,Male,78,79,95,82,79,71,A
29,94,Yes,7,Medium,Medium,Neutral,3,Male,78,76,88,86,93,70,A
24,60,No,7,Medium,High,Neutral,4,Female,67,68,80,78,64,62,B+
14,67,No,10,Medium,Medium,Neutral,3,Male,72,67,87,79,51,62,B+
31,61,No,7,Medium,Medium,Neutral,3,Male,76,78,89,81,82,68,A-
27,73,No,8,Low,Medium,Negative,3,Female,78,82,82,87,78,68,A-
23,96,Yes,8,High,Low,Positive,4,Female,79,87,92,87,97,74,A
19,64,No,8,Medium,Medium,Positive,4,Male,67,63,84,80,60,61,B+
14,84,Yes,8,Medium,High,Neutral,5,Male,78,80,84,80,68,67,A-
18,78,No,6,Medium,High,Positive,2,Female,72,71,87,81,71,65,A-
27,98,Yes,6,Low,High,Positive,3,Female,100,100,100,99,91,100,A+
31,65,Yes,7,Medium,Medium,Neutral,4,Male,71,69,84,85,69,65,A-
29,68,No,4,Medium,Medium,Neutral,4,Male,76,75,91,80,87,67,A-
17,61,Yes,7,Low,Medium,Positive,3,Female,73,70,86,79,56,61,B+
13,77,No,6,Medium,High,Neutral,4,Male,67,65,82,81,68,64,B+
21,71,No,7,High,High,Positive,3,Female,65,74,87,75,56,64,B+
9,95,Yes,7,Medium,Low,Neutral,2,Male,69,81,87,83,95,67,A-
22,84,Yes,5,Medium,High,Positive,3,Female,82,76,93,82,57,69,A-
19,85,Yes,9,Low,High,Positive,2,Female,75,83,83,83,69,69,A-
17,81,No,7,Medium,Medium,Positive,3,Female,85,74,87,87,52,67,A-
10,64,No,8,Medium,Medium,Neutral,3,Male,68,74,83,76,94,62,B+
23,78,No,7,Medium,Medium,Neutral,1,Male,75,64,86,79,79,66,A-
17,100,No,8,Low,High,Positive,4,Male,86,91,90,87,96,72,A
13,93,Yes,5,Low,Medium,Positive,3,Female,83,81,85,89,50,67,A-
3,96,Yes,9,Medium,Medium,Negative,3,Female,82,72,87,81,57,66,A-
20,93,Yes,8,Medium,Medium,Neutral,4,Male,80,66,83,83,67,67,A-
31,64,Yes,7,Low,Medium,Positive,4,Female,79,76,83,86,79,67,A-
30,69,Yes,7,Medium,Low,Positive,4,Female,78,69,91,86,64,68,A-
17,60,Yes,9,Medium,High,Positive,2,Male,74,73,83,77,84,63,B+
16,72,No,6,Low,Medium,Negative,2,Male,68,72,85,86,56,62,B+
23,64,Yes,5,Low,High,Negative,2,Female,70,68,89,86,78,65,A-
14,79,Yes,6,Medium,Medium,Positive,6,Male,73,78,88,85,68,65,A-
22,87,Yes,7,Medium,High,Positive,2,Female,77,81,87,83,73,70,A
25,95,No,7,Medium,Medium,Positive,4,Male,79,85,92,88,76,73,A
27,90,Yes,9,Medium,High,Positive,2,Female,84,81,95,88,51,73,A
19,98,Yes,6,Medium,Medium,Negative,2,Male,80,69,83,87,94,68,A-
19,62,No,6,High,Medium,Positive,1,Male,71,75,83,79,87,63,B+
15,60,Yes,5,High,High,Positive,2,Male,76,68,84,80,70,62,B+
15,86,Yes,8,Medium,Medium,Positive,3,Male,73,70,84,86,75,69,A-
19,72,No,5,Medium,Medium,Neutral,3,Male,73,80,85,85,50,66,A-
22,70,Yes,8,High,Medium,Positive,3,Male,73,85,87,84,73,68,A-
25,73,Yes,6,Low,Medium,Positive,3,Female,68,74,91,85,69,67,A-
15,71,Yes,6,Low,High,Negative,4,Female,73,82,83,83,67,65,A-
29,80,Yes,10,High,Medium,Positive,3,Male,78,78,88,91,89,70,A
18,78,Yes,9,High,High,Positive,1,Female,78,70,88,83,57,64,B+
20,80,Yes,7,High,High,Neutral,3,Male,75,70,82,81,57,65,A-
16,87,No,5,High,High,Neutral,2,Female,71,82,86,83,74,67,A-
5,75,Yes,10,Medium,Medium,Neutral,4,Female,77,66,89,82,82,62,B+
25,70,Yes,7,High,Medium,Positive,4,Male,79,77,79,86,49,66,A-
24,67,Yes,7,Low,Medium,Positive,2,Female,78,73,87,85,75,68,A-
18,74,No,8,High,High,Positive,4,Female,71,70,83,85,63,64,B+
20,90,No,4,Medium,Medium,Negative,3,Male,73,81,88,86,86,69,A-
23,90,Yes,6,Low,Medium,Positive,2,Female,76,75,83,91,71,69,A-
11,87,Yes,7,Medium,Medium,Positive,5,Female,79,73,86,85,90,67,A-
17,69,Yes,7,Low,High,Neutral,3,Male,76,74,83,88,68,61,B+
25,84,Yes,5,Low,Medium,Positive,4,Female,84,85,88,93,89,70,A
12,83,Yes,7,Low,Medium,Negative,4,Female,71,76,86,87,84,65,A-
22,79,Yes,7,Low,Medium,Positive,4,Male,70,71,88,85,89,66,A-
12,82,Yes,10,Medium,Medium,Negative,3,Male,75,71,87,82,89,66,A-
23,80,Yes,9,Medium,Medium,Negative,3,Male,70,77,88,89,72,69,A-
20,83,Yes,7,High,Medium,Positive,1,Female,76,76,90,86,66,67,A-
10,89,Yes,7,Medium,Medium,Positive,2,Female,78,74,86,87,86,71,A
27,64,Yes,9,High,High,Neutral,4,Male,74,79,90,83,66,68,A-
16,90,No,7,High,Medium,Positive,3,Female,69,75,87,88,52,67,A-
15,65,No,5,Low,Medium,Neutral,4,Female,73,63,86,80,91,63,B+
21,63,No,10,Low,High,Positive,2,Female,70,67,83,80,68,64,B+
27,99,Yes,6,Medium,Medium,Neutral,3,Male,77,78,85,88,55,73,A
14,98,Yes,10,High,Medium,Positive,3,Male,66,76,85,86,80,69,A-
20,62,No,8,High,Medium,Positive,3,Female,73,81,87,83,92,65,A-
23,78,Yes,6,Medium,High,Positive,5,Male,85,79,86,89,91,70,A
24,67,Yes,4,Low,High,Positive,2,Female,81,71,82,88,76,67,A-
21,79,Yes,8,High,Medium,Positive,3,Female,73,76,93,81,52,67,A-
18,93,Yes,5,Medium,Medium,Positive,3,Male,76,76,88,87,83,70,A
15,98,No,8,Low,High,Negative,2,Female,79,78,81,92,78,69,A-
21,85,No,10,High,Medium,Neutral,2,Male,72,78,89,88,59,68,A-
14,74,No,5,High,High,Positive,3,Male,75,79,90,88,93,66,A-
23,72,Yes,6,Low,Medium,Positive,4,Male,78,75,85,84,67,67,A-
25,96,Yes,9,High,High,Neutral,4,Male,84,86,84,87,53,71,A
6,95,Yes,7,Medium,Medium,Neutral,2,Female,76,80,90,90,94,68,A-
14,82,Yes,7,High,Medium,Negative,2,Female,73,70,88,89,50,66,A-
24,73,Yes,9,High,Medium,Neutral,3,Male,69,82,87,85,69,64,B+
32,72,Yes,8,Low,Medium,Neutral,4,Female,76,80,82,83,91,71,A
20,61,Yes,6,Medium,High,Positive,4,Male,68,65,86,82,61,61,B+
16,93,No,10,Medium,Medium,Neutral,2,Male,76,82,92,82,53,67,A-
19,78,Yes,5,Low,Medium,Neutral,4,Female,76,82,81,84,54,65,A-
28,73,Yes,7,Low,Medium,Negative,6,Female,71,74,86,83,68,66,A-
16,79,Yes,6,Medium,High,Neutral,4,Female,82,73,88,91,69,68,A-
15,93,No,5,Medium,Medium,Neutral,2,Male,73,73,86,87,84,66,A-
17,65,No,5,Medium,Medium,Positive,4,Female,71,74,82,79,60,63,B+
14,94,Yes,7,Low,Medium,Neutral,3,Female,71,79,86,82,83,66,A-
21,96,No,8,Medium,Medium,Positive,2,Female,72,83,93,84,98,73,A
30,98,Yes,9,Medium,Low,Positive,3,Male,99,96,95,92,91,88,A+
22,76,No,9,High,High,Neutral,4,Male,78,81,84,85,80,67,A-
18,69,Yes,7,Medium,Medium,Positive,2,Female,76,75,86,82,95,69,A-
18,75,Yes,6,High,Medium,Positive,3,Female,75,79,86,86,98,67,A-
11,73,Yes,9,Medium,High,Neutral,2,Male,74,70,85,85,77,64,B+
25,67,Yes,6,Medium,Medium,Neutral,2,Male,66,74,85,84,62,64,B+
20,84,No,5,Low,Medium,Negative,2,Male,71,72,91,78,94,65,A-
19,79,No,8,High,High,Positive,2,Male,79,75,90,91,90,68,A-
39,95,Yes,9,High,Medium,Positive,3,Male,80,83,85,91,52,77,A
22,61,Yes,6,High,High,Negative,2,Male,72,77,84,82,95,63,B+
15,86,Yes,10,Medium,Medium,Neutral,5,Male,72,73,85,86,66,69,A-
17,91,Yes,8,Medium,Low,Positive,2,Male,79,73,86,90,64,69,A-
27,90,No,8,Medium,Medium,Negative,3,Male,78,87,89,84,65,70,A
21,95,Yes,6,High,High,Positive,4,Male,75,85,88,89,64,73,A
11,89,Yes,9,Medium,High,Neutral,3,Male,78,63,86,85,74,66,A-
26,97,No,5,High,Low,Positive,3,Female,76,76,86,86,77,71,A
16,73,Yes,6,Medium,High,Positive,5,Male,71,66,91,85,69,66,A-
31,80,Yes,6,High,High,Neutral,3,Female,80,74,86,91,69,71,A
26,61,Yes,5,Medium,High,Positive,2,Male,78,60,86,82,85,66,A-
17,60,Yes,8,High,High,Positive,4,Female,67,70,87,82,48,63,B+
28,70,Yes,8,Medium,Low,Negative,5,Male,78,73,89,93,95,70,A
20,64,Yes,8,Medium,Medium,Neutral,2,Male,76,74,81,76,84,66,A-
25,70,No,7,Medium,Medium,Negative,4,Male,77,66,85,84,83,66,A-
23,67,No,8,High,Medium,Neutral,4,Female,75,74,87,87,69,66,A-
15,61,No,7,Medium,Medium,Neutral,3,Male,69,68,80,78,96,62,B+
16,96,No,6,High,High,Positive,3,Male,74,83,85,83,48,69,A-
26,60,Yes,6,Low,Medium,Positive,1,Male,71,77,85,78,52,63,B+
18,89,Yes,4,Low,Medium,Positive,2,Female,72,79,88,86,88,68,A-
18,66,No,9,Medium,Low,Positive,3,Male,61,70,80,85,85,64,B+
14,96,Yes,9,High,High,Neutral,3,Male,79,86,83,89,62,69,A-
23,96,Yes,10,Low,High,Positive,3,Male,82,72,88,84,78,71,A
32,86,Yes,6,Medium,Low,Negative,4,Male,70,72,84,84,75,71,A
14,87,No,6,Medium,Medium,Positive,4,Female,70,73,91,84,74,66,A-
20,60,Yes,4,Low,Medium,Positive,3,Male,73,81,87,82,78,63,B+
28,99,Yes,8,Low,Medium,Positive,2,Male,88,79,91,86,98,72,A
20,95,Yes,8,Low,Medium,Neutral,3,Female,78,77,87,86,97,70,A
23,96,No,9,Medium,Medium,Neutral,2,Female,76,72,86,88,97,71,A
14,86,Yes,6,Medium,Medium,Neutral,3,Male,72,77,78,85,75,65,A-
23,74,Yes,8,Low,Medium,Negative,4,Female,78,77,86,80,64,65,A-
19,96,No,6,High,Low,Positive,2,Male,73,78,85,89,76,67,A-
26,72,No,9,High,High,Neutral,3,Male,73,73,83,82,79,68,A-
27,83,Yes,8,Medium,Medium,Positive,4,Female,76,74,88,92,64,70,A
36,64,Yes,5,Medium,High,Positive,2,Female,74,72,86,84,80,70,A
23,97,Yes,7,Low,High,Neutral,3,Male,80,80,86,89,79,72,A
22,66,No,4,Medium,Low,Neutral,5,Male,79,68,84,77,93,65,A-
21,69,Yes,5,High,Medium,Positive,3,Male,74,67,86,85,60,65,A-
18,82,Yes,5,High,High,Neutral,4,Male,78,77,87,87,83,71,A
22,91,Yes,6,Low,Medium,Positive,4,Male,81,79,85,88,71,74,A
18,85,No,7,Low,Medium,Positive,4,Male,66,69,80,80,54,64,B+
21,69,No,7,High,Medium,Neutral,4,Female,75,74,88,88,64,64,B+
28,60,Yes,7,Low,Medium,Neutral,3,Female,73,73,86,86,51,65,A-
14,90,Yes,7,Medium,Medium,Neutral,5,Male,74,73,91,82,64,67,A-
27,99,No,7,Low,High,Neutral,3,Male,93,81,87,88,51,73,A
28,92,No,5,High,Low,Neutral,3,Male,81,75,88,83,94,72,A
19,78,No,7,Low,Medium,Positive,3,Male,70,73,84,90,53,65,A-
7,96,No,9,Medium,Medium,Neutral,4,Male,73,75,83,83,89,67,A-
16,76,Yes,7,Low,Medium,Negative,3,Female,78,67,81,88,93,66,A-
28,81,Yes,8,Low,High,Negative,3,Male,78,82,92,83,71,70,A
20,79,No,8,Medium,Medium,Neutral,3,Female,69,70,83,85,51,66,A-
14,78,Yes,8,Low,Medium,Neutral,1,Female,77,74,81,83,78,66,A-
17,91,Yes,7,Low,Medium,Negative,3,Male,73,81,87,88,60,68,A-
25,81,Yes,8,Low,Medium,Positive,4,Male,83,80,87,85,57,68,A-
23,73,No,8,Low,Medium,Neutral,4,Female,79,75,90,87,76,67,A-
19,70,Yes,8,High,Medium,Positive,3,Female,71,71,86,90,66,65,A-
18,62,Yes,8,Medium,Medium,Positive,4,Female,77,76,82,80,85,64,B+
18,83,No,5,High,High,Positive,2,Male,78,81,82,85,78,70,A
14,69,No,5,Medium,Medium,Positive,3,Male,74,68,83,87,89,63,B+
30,66,No,6,Low,Medium,Positive,2,Male,75,69,90,83,51,65,A-
18,86,Yes,9,Medium,Medium,Negative,2,Female,72,65,78,87,60,67,A-
27,87,Yes,7,Low,Medium,Negative,5,Female,77,79,85,87,76,71,A
29,90,Yes,7,Medium,Low,Neutral,4,Female,85,80,86,93,92,73,A
26,80,No,4,Low,Medium,Neutral,3,Male,74,80,85,83,89,67,A-
17,96,Yes,7,Medium,High,Positive,3,Female,78,81,86,91,82,72,A
22,97,No,7,High,High,Positive,0,Male,75,85,94,88,77,71,A
20,92,Yes,4,High,Medium,Neutral,4,Male,82,77,87,87,80,72,A
15,85,Yes,7,Medium,High,Negative,3,Male,84,81,83,86,59,68,A-
22,72,Yes,5,Medium,High,Neutral,3,Female,69,70,86,87,78,65,A-
13,99,No,6,Low,Medium,Positive,4,Female,76,79,85,86,73,68,A-
27,71,No,8,Medium,Medium,Positive,4,Male,80,68,84,86,67,67,A-
17,68,No,7,High,Medium,Neutral,4,Female,74,75,81,89,92,66,A-
21,78,Yes,6,Medium,Low,Neutral,1,Male,74,63,84,82,89,64,B+
22,62,No,6,Medium,Medium,Neutral,3,Male,69,71,84,82,52,65,A-
18,99,No,6,Medium,Medium,Neutral,3,Male,79,79,87,85,97,69,A-
24,84,Yes,7,Medium,Medium,Positive,2,Male,75,73,93,88,59,68,A-
17,82,No,5,Medium,Medium,Neutral,4,Male,81,72,84,82,59,69,A-
25,86,Yes,9,Low,Medium,Neutral,3,Male,82,81,82,90,95,70,A
12,80,No,5,Medium,Medium,Positive,4,Female,83,72,81,79,70,65,A-
21,61,No,4,Low,Low,Neutral,3,Male,73,68,81,88,88,63,B+
32,84,Yes,8,Medium,High,Positive,3,Female,80,79,86,86,62,71,A
14,89,Yes,6,Low,Medium,Neutral,2,Male,77,88,88,86,92,68,A-
16,77,Yes,7,High,High,Positive,3,Female,77,83,87,85,90,70,A
23,90,Yes,8,High,Low,Positive,3,Female,81,85,82,85,74,72,A
21,69,Yes,6,Medium,Low,Neutral,1,Female,71,74,85,86,83,64,B+
22,69,No,7,Low,Medium,Positive,2,Male,73,72,84,83,96,64,B+
23,66,Yes,8,High,Medium,Positive,2,Female,79,63,85,87,71,66,A-
24,75,Yes,9,High,High,Positive,3,Male,73,74,89,84,73,69,A-
27,94,No,6,Medium,Medium,Neutral,2,Female,83,76,85,84,84,71,A
22,93,Yes,6,High,Low,Negative,3,Male,82,68,85,89,67,69,A-
19,75,No,8,Low,Medium,Neutral,3,Male,75,69,82,85,96,67,A-
24,84,Yes,7,Medium,High,Neutral,3,Male,66,65,89,79,50,66,A-
31,89,No,7,Medium,High,Positive,2,Female,77,78,86,86,68,71,A
19,70,Yes,9,Low,Medium,Neutral,2,Male,76,74,84,85,84,63,B+
14,67,No,4,Medium,Medium,Neutral,4,Female,70,75,83,80,69,62,B+
27,99,No,5,Medium,High,Neutral,4,Female,77,83,94,90,61,73,A
19,85,No,4,Low,High,Negative,3,Female,72,69,86,77,69,66,A-
7,99,Yes,9,Medium,High,Positive,2,Male,83,71,89,85,92,72,A
25,74,Yes,8,Low,Medium,Neutral,2,Female,77,67,86,86,75,67,A-
17,88,No,5,Medium,High,Neutral,3,Male,72,67,86,82,65,65,A-
19,69,Yes,7,Medium,Medium,Neutral,4,Male,73,70,86,82,82,66,A-
22,70,Yes,7,Low,Medium,Neutral,2,Female,74,75,88,85,79,68,A-
21,80,Yes,4,Medium,High,Neutral,4,Female,73,72,92,84,76,69,A-
24,73,Yes,7,Medium,Medium,Negative,3,Female,82,77,85,91,68,68,A-
17,67,Yes,5,Medium,Medium,Negative,2,Male,68,68,80,82,52,61,B+
23,71,Yes,8,Medium,High,Positive,2,Male,81,76,88,89,79,68,A-
18,61,Yes,5,Low,High,Neutral,3,Male,78,77,88,84,69,64,B+
24,88,Yes,7,Low,High,Neutral,3,Male,79,69,93,90,69,67,A-
24,80,Yes,9,High,Low,Neutral,3,Male,74,78,81,83,60,68,A-
14,64,No,8,Low,High,Positive,4,Male,71,69,80,88,60,61,B+
27,67,No,8,Low,Low,Positive,3,Female,74,72,84,87,87,66,A-
17,64,Yes,7,Low,Low,Positive,2,Female,69,76,83,84,72,64,B+
25,85,No,5,Low,Medium,Negative,3,Female,76,79,87,81,53,67,A-
22,64,No,6,Low,Medium,Negative,4,Female,67,67,86,80,50,64,B+
31,90,No,7,Low,Medium,Positive,3,Male,84,79,89,84,59,72,A
19,61,No,7,Low,Medium,Negative,3,Male,68,71,85,82,72,62,B+
18,70,Yes,5,Low,Medium,Negative,2,Female,72,69,82,84,79,63,B+
20,96,No,8,Low,Medium,Neutral,4,Male,79,80,82,84,55,70,A
18,89,No,5,Low,Medium,Positive,3,Male,76,78,87,84,70,69,A-
25,63,Yes,9,Medium,Low,Positive,2,Male,74,80,82,82,52,64,B+
10,93,No,7,Medium,Medium,Positive,3,Male,72,67,90,81,50,66,A-
14,80,Yes,8,Medium,High,Positive,4,Female,78,74,88,89,91,67,A-
14,94,Yes,8,Medium,Low,Negative,5,Female,74,75,89,93,81,71,A
26,84,Yes,10,Medium,High,Positive,1,Female,78,80,85,85,87,70,A
30,87,No,7,Medium,Medium,Neutral,3,Male,84,69,89,87,57,69,A-
19,69,Yes,6,Medium,Medium,Neutral,1,Female,68,73,84,89,70,64,B+
20,85,Yes,9,Low,Medium,Positive,3,Male,75,75,88,86,81,70,A
27,78,Yes,5,Medium,Low,Neutral,3,Male,79,73,80,88,75,69,A-
21,61,No,7,Medium,Low,Negative,3,Female,69,61,83,83,56,60,B+
26,65,No,7,Medium,Medium,Negative,4,Female,74,71,89,84,72,65,A-
23,86,No,8,Medium,Medium,Negative,0,Male,77,80,86,83,89,67,A-
21,83,No,5,Low,Medium,Negative,4,Male,76,74,85,85,73,66,A-
26,82,No,7,Medium,Medium,Neutral,3,Female,80,78,89,82,58,68,A-
4,61,Yes,7,High,Low,Positive,1,Male,68,73,84,76,69,58,B
24,79,Yes,5,Medium,Medium,Neutral,3,Female,74,76,85,80,86,67,A-
9,76,Yes,7,Medium,Medium,Neutral,3,Female,73,67,86,84,77,62,B+
23,85,No,7,High,Medium,Negative,3,Female,84,79,85,85,96,69,A-
28,91,Yes,6,High,High,Neutral,4,Male,80,78,91,90,67,73,A
19,91,No,6,Medium,Medium,Negative,4,Male,70,71,88,86,50,66,A-
26,81,Yes,5,Medium,Medium,Negative,5,Female,79,68,84,80,80,67,A-
30,94,No,8,Medium,Low,Neutral,4,Female,79,83,86,86,50,71,A
28,76,Yes,9,Medium,Medium,Neutral,2,Male,66,72,86,87,58,66,A-
30,96,Yes,10,Medium,High,Positive,4,Female,85,82,89,85,50,74,A
24,70,No,8,Low,High,Positive,5,Male,73,70,89,84,57,67,A-
20,71,No,6,High,High,Negative,2,Male,76,78,82,84,91,68,A-
10,62,No,6,High,High,Neutral,3,Male,70,65,76,85,85,61,B+
19,92,No,8,Medium,Medium,Negative,2,Female,78,76,89,82,65,69,A-
15,77,Yes,7,Low,Medium,Positive,4,Male,76,77,76,80,93,65,A-
33,69,Yes,7,Medium,Low,Neutral,2,Male,77,82,88,88,81,71,A
19,69,No,7,Medium,Low,Positive,2,Female,71,69,80,80,70,61,B+
21,96,Yes,9,Medium,High,Neutral,3,Male,77,70,84,85,51,70,A
23,93,No,6,Medium,Medium,Neutral,3,Male,81,91,89,86,85,70,A
20,82,Yes,9,Low,Medium,Positive,3,Male,79,85,86,83,67,69,A-
30,85,Yes,7,High,Medium,Negative,3,Female,74,81,85,81,63,70,A
16,79,Yes,6,Medium,Low,Positive,4,Male,79,71,84,89,62,67,A-
21,76,No,6,Low,Medium,Negative,4,Female,69,70,85,79,48,63,B+
16,97,No,7,Medium,Medium,Neutral,3,Female,81,75,82,87,85,70,A
12,65,No,8,Medium,High,Positive,5,Female,70,74,87,89,55,61,B+
16,77,Yes,6,Low,Medium,Neutral,1,Female,79,73,89,79,74,64,B+
20,74,Yes,8,High,Medium,Negative,3,Male,72,69,87,78,49,65,A-
17,80,No,6,Medium,High,Neutral,1,Male,72,71,86,83,79,65,A-
16,78,Yes,7,High,High,Positive,3,Female,74,79,89,80,66,66,A-
12,81,Yes,5,Low,High,Positive,3,Female,73,81,85,81,80,66,A-
20,66,Yes,8,Medium,Low,Positive,2,Male,74,78,84,89,52,63,B+
11,81,Yes,7,Medium,Medium,Neutral,2,Male,68,77,92,88,61,66,A-
25,70,Yes,9,High,Medium,Positive,1,Male,68,71,86,88,54,64,B+
20,67,No,8,Medium,High,Neutral,4,Male,69,58,87,84,80,65,A-
11,63,No,7,Low,Medium,Positive,1,Male,74,71,83,82,53,62,B+
18,91,Yes,9,High,Medium,Neutral,5,Male,85,79,91,88,79,71,A
15,77,Yes,8,Low,Medium,Neutral,2,Male,71,71,85,80,55,63,B+
22,85,No,9,High,High,Negative,3,Male,77,78,90,84,95,70,A
28,89,Yes,6,Low,Medium,Neutral,4,Male,78,72,87,86,69,70,A
9,87,No,8,Medium,High,Positive,3,Female,77,75,85,80,54,65,A-
19,76,Yes,5,Medium,Medium,Positive,4,Female,70,77,87,81,64,66,A-
24,75,No,9,High,High,Positive,2,Male,77,79,85,83,93,68,A-
21,86,No,5,Medium,Medium,Negative,3,Male,80,80,94,84,55,68,A-
15,80,Yes,5,Medium,High,Neutral,3,Female,79,79,87,82,88,69,A-
18,94,Yes,4,Medium,Low,Positive,3,Female,80,77,89,83,69,71,A
26,67,Yes,5,Medium,Medium,Positive,2,Male,80,75,89,86,92,68,A-
20,65,Yes,6,Medium,High,Neutral,5,Male,65,75,81,84,98,67,A-
31,85,No,8,Medium,High,Positive,3,Male,83,80,85,93,51,72,A
20,72,Yes,7,High,Medium,Neutral,3,Male,73,80,89,80,88,68,A-
16,61,Yes,6,Low,Medium,Positive,4,Female,61,71,81,83,51,60,B+
11,96,No,5,High,Medium,Neutral,4,Male,78,85,81,85,64,68,A-
9,69,Yes,7,High,High,Positive,2,Female,78,83,86,87,80,65,A-
10,97,No,8,High,Medium,Neutral,3,Female,74,75,89,86,70,67,A-
22,89,No,8,Low,Medium,Positive,3,Female,82,60,89,89,76,70,A
23,91,Yes,10,High,High,Negative,3,Female,84,83,85,87,96,70,A
11,68,No,6,Low,High,Negative,2,Female,74,66,84,86,89,61,B+
25,69,Yes,5,Medium,High,Positive,4,Male,82,72,87,79,66,68,A-
17,81,No,7,High,Medium,Negative,3,Female,78,73,88,83,78,67,A-
21,67,No,7,Medium,Medium,Negative,3,Female,70,68,80,71,50,62,B+
30,72,No,7,Medium,Medium,Neutral,4,Male,68,76,87,80,71,66,A-
25,73,Yes,6,Medium,Medium,Positive,2,Female,76,70,89,87,78,69,A-
18,66,Yes,4,Medium,Medium,Negative,4,Female,71,69,83,81,84,66,A-
15,68,Yes,5,Medium,Medium,Negative,5,Female,80,73,85,83,93,64,B+
7,92,No,8,High,Low,Neutral,4,Male,73,76,83,90,62,66,A-
16,67,No,7,Low,Medium,Neutral,5,Male,71,74,89,90,93,63,B+
19,61,Yes,8,Low,Medium,Negative,3,Male,72,66,81,79,81,62,B+
14,85,Yes,8,Low,Medium,Negative,4,Male,73,68,88,78,52,65,A-
19,99,No,8,Low,Medium,Negative,2,Male,82,73,92,84,67,68,A-
20,73,Yes,8,Low,Low,Negative,4,Male,71,74,90,84,72,65,A-
19,65,Yes,7,Low,Low,Neutral,4,Female,72,77,84,86,66,63,B+
16,83,Yes,7,Medium,Medium,Negative,2,Male,73,66,87,84,54,68,A-
21,96,Yes,4,Low,Medium,Positive,2,Male,75,79,87,88,76,72,A
23,91,No,6,Medium,Medium,Positive,3,Male,75,71,85,85,55,69,A-
13,85,No,6,Low,High,Positive,5,Male,74,66,88,84,94,66,A-
28,73,Yes,7,High,High,Neutral,3,Male,74,80,87,86,91,68,A-
19,82,No,6,Medium,High,Neutral,2,Male,69,74,85,84,72,64,B+
20,64,Yes,8,Low,Medium,Positive,2,Male,64,71,85,78,51,61,B+
24,87,No,6,High,Low,Neutral,2,Male,75,79,88,81,76,67,A-
