Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
23,84,No,6,Medium,Medium,Positive,1,Female,69,69,86,84,69,59,B
30,98,Yes,5,High,High,Negative,2,Male,75,75,83,82,45,63,B+
23,87,No,8,Medium,Medium,Positive,5,Female,59,75,83,81,71,64,B+
19,63,Yes,7,Medium,High,Neutral,3,Female,74,66,87,79,53,57,B
26,78,Yes,7,Low,Medium,Neutral,4,Female,69,70,84,90,73,62,B+
27,96,Yes,9,Low,High,Positive,2,Male,78,69,89,85,82,65,A-
13,64,Yes,6,Medium,High,Neutral,4,Male,56,63,84,81,72,53,B-
24,100,Yes,7,Low,High,Positive,3,Male,75,78,87,84,77,64,B+
24,98,Yes,5,High,Medium,Positive,3,Male,67,73,86,82,50,64,B+
18,63,No,9,Medium,High,Positive,2,Female,64,73,92,81,50,59,B
28,97,No,9,Low,High,Neutral,3,Female,84,69,93,87,88,67,A-
19,75,No,8,High,Medium,Negative,4,Male,64,61,82,78,47,57,B
21,94,Yes,7,Low,Medium,Neutral,2,Male,70,72,85,82,59,61,B+
19,77,No,6,Low,Medium,Negative,2,Male,71,68,88,84,92,59,B
20,78,No,5,Low,Medium,Negative,3,Female,68,70,90,83,68,58,B
13,85,Yes,7,Medium,Medium,Neutral,5,Female,66,65,88,83,79,57,B
11,91,No,8,Medium,Medium,Positive,3,Male,68,63,82,84,56,58,B
30,61,No,10,Low,Medium,Positive,2,Male,81,69,84,81,59,62,B+
15,84,Yes,6,Medium,Medium,Positive,4,Female,69,63,85,81,70,61,B+
14,67,No,7,Low,Medium,Neutral,3,Female,64,59,86,82,77,55,B
7,74,No,9,High,Low,Neutral,2,Male,69,67,84,81,93,56,B
16,74,No,9,High,Medium,Neutral,4,Female,71,69,87,79,74,58,B
12,79,No,6,Medium,High,Neutral,4,Female,68,64,82,82,50,55,B
30,73,No,7,Medium,High,Positive,2,Male,71,62,87,85,63,60,B+
26,64,No,6,Low,Medium,Positive,5,Male,60,63,84,79,57,57,B
16,66,No,6,Low,High,Neutral,3,Male,69,57,78,79,58,54,B-
34,61,No,9,Medium,Medium,Neutral,2,Male,61,70,83,83,70,58,B
26,79,No,7,Medium,Medium,Positive,5,Male,69,66,81,85,61,60,B+
18,98,No,7,Medium,Medium,Positive,4,Male,68,67,91,86,59,63,B+
5,65,Yes,7,Low,Low,Positive,3,Male,60,60,81,79,93,52,B-
34,98,No,7,Medium,Medium,Neutral,4,Male,77,73,88,88,74,68,A-
12,89,Yes,7,Medium,High,Neutral,2,Male,69,73,86,77,58,60,B+
10,85,Yes,6,Low,Medium,Negative,3,Male,67,62,83,85,59,57,B
26,86,Yes,9,Medium,Medium,Neutral,3,Female,80,68,88,85,86,65,A-
35,93,Yes,6,Medium,Medium,Neutral,2,Female,79,69,93,86,89,69,A-
28,64,Yes,6,Low,Medium,Positive,2,Male,69,70,83,85,79,62,B+
23,80,No,7,Low,High,Negative,5,Male,70,64,84,79,67,58,B
24,88,No,10,Low,High,Positive,1,Female,78,68,89,85,83,65,A-
25,83,Yes,6,Low,Low,Neutral,4,Male,64,74,81,85,92,62,B+
25,93,No,8,Medium,Medium,Positive,4,Female,75,74,92,89,53,64,B+
22,63,No,7,High,Medium,Neutral,2,Male,68,65,83,84,88,57,B
21,88,Yes,7,High,Medium,Positive,3,Female,74,79,85,89,87,67,A-
20,81,Yes,8,Medium,Medium,Neutral,3,Male,75,71,85,87,63,61,B+
15,75,Yes,4,High,Low,Positive,4,Female,66,64,86,85,60,59,B
18,74,No,6,High,Medium,Positive,2,Female,67,62,85,84,73,58,B
10,85,Yes,8,Low,Medium,Neutral,3,Female,67,71,87,83,59,60,B+
19,96,No,7,High,Medium,Positive,3,Female,70,71,84,84,52,62,B+
14,80,Yes,7,High,High,Negative,2,Male,62,67,87,82,93,59,B
13,93,Yes,8,Medium,Medium,Positive,2,Male,63,67,88,86,70,62,B+
21,76,Yes,6,Medium,Medium,Neutral,3,Male,75,70,83,81,69,60,B+
28,64,Yes,9,Medium,Low,Negative,2,Male,61,62,87,83,51,57,B
26,62,No,8,Medium,Medium,Neutral,2,Male,64,67,85,83,70,60,B+
11,62,Yes,7,High,High,Positive,3,Female,52,67,86,78,82,54,B-
14,75,Yes,8,Low,Medium,Negative,2,Female,59,59,78,78,57,54,B-
26,73,Yes,9,High,Medium,Neutral,2,Male,63,63,89,88,63,61,B+
14,89,No,6,Low,High,Neutral,5,Male,74,63,87,78,54,59,B
19,90,No,8,Low,Medium,Negative,4,Male,72,70,87,84,63,59,B
14,69,No,8,High,High,Neutral,2,Male,61,65,87,79,57,56,B
21,71,Yes,7,Medium,High,Neutral,3,Female,77,66,86,77,46,59,B
12,82,Yes,10,High,Medium,Neutral,4,Female,71,65,90,90,72,59,B
16,66,Yes,7,High,High,Neutral,3,Female,66,68,83,87,74,59,B
22,65,Yes,9,High,Medium,Negative,4,Male,55,63,84,84,61,58,B
10,98,Yes,6,Medium,Medium,Positive,2,Male,80,71,84,87,77,62,B+
23,92,No,9,High,Medium,Positive,2,Female,66,69,86,86,47,64,B+
20,67,No,6,High,High,Positive,2,Female,60,64,85,83,62,59,B
23,76,Yes,7,High,Medium,Negative,3,Female,72,64,83,84,52,59,B
21,74,Yes,6,Low,Medium,Positive,4,Male,77,64,88,84,56,58,B
28,92,No,10,Medium,Medium,Neutral,4,Female,78,72,84,83,64,64,B+
21,80,No,7,High,High,Neutral,2,Male,73,71,83,85,70,62,B+
17,65,Yes,5,Medium,Medium,Positive,3,Female,65,49,86,79,50,54,B-
21,90,Yes,7,High,High,Neutral,4,Female,75,68,85,84,50,63,B+
23,76,No,8,High,Medium,Positive,4,Female,74,69,88,83,79,63,B+
20,71,No,7,High,High,Negative,4,Female,67,71,84,85,65,58,B
20,75,Yes,6,Medium,Medium,Negative,1,Male,65,61,88,80,54,57,B
16,80,Yes,9,Low,Medium,Neutral,4,Female,69,69,87,85,57,61,B+
16,74,Yes,9,Low,Medium,Neutral,2,Female,61,69,80,83,81,56,B
12,70,No,5,Medium,Medium,Positive,3,Male,63,59,77,80,48,56,B
30,76,Yes,6,Low,Medium,Positive,3,Female,64,73,86,91,70,64,B+
13,61,No,7,Low,Medium,Neutral,2,Male,59,56,79,81,63,51,B-
16,91,Yes,6,Medium,Medium,Neutral,2,Female,65,67,84,87,86,61,B+
16,67,No,8,High,Low,Neutral,4,Male,61,63,77,83,85,58,B
25,62,No,10,Low,Medium,Positive,3,Female,67,63,91,78,79,58,B
18,86,Yes,6,Low,High,Positive,2,Male,75,78,90,86,64,61,B+
27,91,Yes,9,Medium,Low,Neutral,1,Male,74,73,88,85,77,62,B+
16,93,Yes,5,Low,Medium,Positive,1,Male,65,76,88,87,77,64,B+
22,80,No,8,Low,Low,Positive,2,Male,62,67,84,87,62,58,B
15,68,Yes,6,Low,High,Neutral,5,Female,69,59,84,79,89,57,B
33,89,No,8,Medium,High,Positive,4,Male,72,77,85,90,94,68,A-
13,88,No,4,Low,High,Positive,4,Female,67,71,78,86,61,60,B+
22,70,Yes,5,High,High,Neutral,3,Female,71,66,86,78,85,61,B+
24,96,No,8,Low,Medium,Positive,1,Female,69,76,89,86,70,65,A-
22,64,No,6,High,Medium,Positive,4,Female,68,70,85,85,68,60,B+
19,99,No,7,Medium,Medium,Positive,3,Male,67,79,90,87,64,65,A-
19,94,Yes,10,High,High,Negative,3,Male,67,68,87,86,60,62,B+
20,88,No,7,Low,High,Positive,3,Male,70,65,84,86,91,61,B+
19,98,Yes,8,Medium,Medium,Negative,6,Male,64,69,82,81,82,63,B+
26,89,No,6,High,Medium,Neutral,3,Female,72,75,82,86,67,62,B+
33,68,Yes,5,Medium,Medium,Negative,1,Male,68,61,83,83,83,60,B+
17,78,No,7,Medium,Low,Neutral,3,Female,66,56,83,83,81,56,B
12,63,No,5,Low,Medium,Positive,2,Male,63,62,83,79,58,54,B-
19,76,Yes,6,Medium,Medium,Neutral,3,Female,73,65,82,84,54,59,B
35,90,Yes,7,Low,Medium,Neutral,4,Male,75,74,91,85,87,66,A-
15,75,Yes,7,High,High,Neutral,3,Male,66,71,90,87,86,60,B+
30,73,Yes,8,Medium,High,Neutral,2,Female,74,71,87,88,95,65,A-
30,84,No,8,Low,Medium,Positive,4,Male,72,63,86,81,46,62,B+
17,95,No,5,Medium,Medium,Positive,4,Female,70,77,82,86,72,62,B+
23,62,Yes,6,Medium,Medium,Negative,3,Male,64,60,87,79,80,56,B
30,75,Yes,4,Low,Medium,Negative,4,Male,65,64,90,83,74,60,B+
18,66,No,6,Medium,Medium,Positive,2,Female,61,68,83,83,81,56,B
19,88,Yes,8,Low,Low,Negative,4,Male,61,65,80,85,52,59,B
17,64,No,9,Medium,High,Positive,4,Female,71,63,83,83,45,55,B
14,87,Yes,7,Medium,High,Positive,4,Male,63,70,85,83,50,61,B+
16,71,No,9,Medium,Medium,Neutral,4,Female,63,70,85,84,64,58,B
13,68,Yes,8,Medium,Low,Neutral,4,Male,57,59,82,79,61,52,B-
20,97,Yes,7,High,Medium,Negative,1,Male,77,78,85,91,89,65,A-
15,61,Yes,6,Medium,High,Neutral,2,Male,63,56,82,80,49,56,B
21,78,No,4,Medium,High,Neutral,4,Male,75,71,83,79,67,61,B+
11,61,Yes,9,High,High,Negative,2,Male,59,59,79,83,93,54,B-
22,79,No,7,Low,High,Neutral,3,Female,67,71,83,81,70,58,B
25,80,Yes,9,Low,High,Positive,3,Female,65,69,87,84,52,61,B+
8,73,Yes,6,High,Medium,Neutral,4,Male,72,59,78,77,60,54,B-
27,75,Yes,7,High,Low,Negative,2,Male,63,70,85,78,46,60,B+
13,87,Yes,6,Low,High,Positive,3,Male,68,70,85,80,93,59,B
30,91,Yes,7,High,Medium,Positive,2,Male,79,78,87,84,73,68,A-
23,81,No,7,Low,Medium,Positive,4,Male,71,65,84,84,80,61,B+
16,84,No,7,High,Medium,Negative,3,Female,65,64,87,83,70,58,B
20,68,No,6,High,High,Negative,4,Female,64,65,85,81,93,57,B
20,66,Yes,6,Medium,Medium,Neutral,3,Male,65,65,81,80,78,57,B
23,70,Yes,9,Medium,High,Neutral,2,Female,67,70,85,83,88,60,B+
14,69,Yes,6,Low,Medium,Neutral,0,Male,68,57,84,79,88,56,B
21,81,Yes,4,Medium,Medium,Positive,2,Female,78,69,84,87,46,60,B+
12,83,Yes,5,Medium,Medium,Negative,2,Female,63,65,86,82,59,58,B
19,98,Yes,7,High,High,Neutral,2,Female,65,68,88,80,57,63,B+
15,68,Yes,6,High,Low,Neutral,3,Male,63,60,84,82,45,55,B
16,86,Yes,7,Medium,High,Neutral,3,Female,82,69,83,86,89,62,B+
27,93,Yes,6,Medium,Medium,Negative,3,Female,67,58,91,87,61,63,B+
27,82,Yes,9,Low,High,Neutral,2,Male,76,66,84,87,62,61,B+
24,70,No,8,Medium,High,Positive,4,Female,77,66,84,86,50,61,B+
13,71,Yes,10,Medium,Medium,Neutral,3,Male,62,67,87,85,94,57,B
18,62,Yes,6,High,Medium,Neutral,1,Male,67,61,83,83,86,56,B
27,72,Yes,7,Medium,High,Positive,2,Female,76,68,81,84,74,61,B+
21,90,Yes,9,Low,Low,Neutral,2,Female,66,73,87,85,84,60,B+
34,62,No,8,Low,Medium,Neutral,4,Female,68,72,83,91,84,61,B+
22,69,Yes,6,Medium,Medium,Positive,2,Female,64,70,82,90,78,59,B
21,88,Yes,8,Low,Medium,Negative,1,Male,63,66,85,83,54,60,B+
18,91,No,8,High,Medium,Neutral,4,Male,67,72,86,82,81,62,B+
19,88,No,6,Medium,Medium,Positive,3,Male,65,70,88,83,81,63,B+
24,76,No,7,Medium,Medium,Negative,4,Female,69,68,83,83,72,61,B+
26,66,Yes,9,Medium,Medium,Neutral,2,Male,64,68,83,82,93,59,B
15,76,Yes,8,Medium,Medium,Neutral,4,Female,69,66,85,87,76,60,B+
12,83,No,6,Medium,Low,Neutral,4,Female,59,71,86,86,74,58,B
9,98,No,6,Medium,Medium,Neutral,5,Male,69,67,85,80,87,60,B+
23,63,No,8,High,Low,Negative,4,Male,68,66,87,81,64,56,B
13,80,Yes,4,High,Medium,Negative,2,Female,56,70,82,79,61,57,B
7,73,Yes,6,Medium,Medium,Neutral,3,Female,67,68,85,80,70,57,B
22,80,No,9,High,Medium,Neutral,3,Female,72,62,85,86,74,59,B
35,61,Yes,7,Low,Medium,Positive,4,Male,64,70,86,83,56,61,B+
20,73,Yes,6,High,Medium,Positive,3,Male,75,71,87,84,79,60,B+
25,93,No,5,Low,Medium,Positive,2,Male,75,76,91,83,85,65,A-
20,82,Yes,8,Low,Medium,Positive,4,Male,65,64,87,87,74,60,B+
19,78,No,7,High,Low,Neutral,3,Female,67,64,83,82,71,59,B
26,71,No,7,Medium,Medium,Positive,3,Female,69,70,82,83,60,59,B
18,72,Yes,8,Medium,Medium,Negative,4,Male,68,65,80,81,90,60,B+
22,75,No,7,Low,Medium,Neutral,3,Male,68,65,84,78,83,58,B
22,93,No,7,Low,High,Negative,3,Male,67,76,83,78,69,63,B+
16,99,Yes,5,Low,High,Neutral,4,Female,71,70,83,84,78,62,B+
26,78,Yes,5,Low,High,Negative,3,Male,64,67,90,79,62,62,B+
19,76,Yes,8,Medium,Medium,Negative,4,Female,66,64,83,85,48,59,B
15,94,No,8,Medium,Medium,Neutral,4,Male,63,68,80,86,55,59,B
23,77,Yes,8,Medium,Medium,Negative,3,Female,65,63,86,85,49,60,B+
15,82,Yes,6,Medium,Low,Positive,3,Male,74,67,86,84,70,60,B+
20,69,Yes,8,High,Medium,Positive,4,Male,73,69,84,83,76,60,B+
20,90,Yes,6,Medium,High,Neutral,3,Female,76,77,85,86,64,65,A-
27,81,Yes,9,Low,High,Neutral,4,Female,64,71,84,87,72,61,B+
23,92,Yes,6,High,Medium,Positive,2,Male,70,68,85,82,49,63,B+
20,91,Yes,6,Medium,Medium,Positive,4,Male,75,74,85,82,83,62,B+
25,69,Yes,7,High,Medium,Positive,4,Male,67,65,83,77,47,58,B
28,89,No,8,Medium,Medium,Negative,3,Male,83,68,86,87,77,65,A-
23,92,No,7,Medium,Medium,Neutral,4,Female,72,69,88,83,67,62,B+
20,74,Yes,7,Low,Medium,Positive,4,Female,70,74,85,82,54,61,B+
12,67,No,6,High,Medium,Negative,2,Male,62,63,81,78,71,55,B
14,60,Yes,7,Low,Medium,Neutral,3,Male,62,61,81,81,84,53,B-
18,78,Yes,7,Low,Medium,Neutral,4,Male,67,73,84,84,66,60,B+
16,74,Yes,6,Low,Medium,Neutral,4,Male,71,63,78,82,63,60,B+
19,82,Yes,7,Medium,Medium,Neutral,3,Male,72,63,84,81,52,60,B+
20,68,Yes,7,Low,Medium,Neutral,4,Female,60,58,86,75,75,56,B
23,94,Yes,10,High,Medium,Neutral,3,Male,66,73,86,91,86,64,B+
20,70,Yes,6,High,Medium,Positive,2,Female,59,67,81,85,73,59,B
23,69,Yes,6,High,Medium,Neutral,1,Female,68,71,83,81,53,58,B
20,79,Yes,7,High,Medium,Positive,2,Female,65,71,84,82,78,62,B+
8,80,No,6,High,Medium,Positive,1,Female,54,62,86,86,47,56,B
14,69,Yes,5,High,Low,Negative,2,Female,67,65,82,80,87,57,B
19,71,No,5,High,Medium,Neutral,0,Female,79,68,83,84,91,60,B+
13,67,Yes,6,High,High,Negative,2,Male,63,57,85,86,75,55,B
24,89,Yes,6,Low,Medium,Neutral,2,Male,73,78,83,83,89,61,B+
27,78,No,7,Medium,Medium,Negative,3,Female,67,69,82,85,56,59,B
19,89,Yes,4,Low,Medium,Positive,1,Female,70,70,84,80,61,62,B+
29,89,Yes,8,Low,High,Neutral,4,Male,76,74,89,91,84,64,B+
21,66,Yes,6,Medium,High,Neutral,4,Female,66,69,83,83,69,59,B
18,99,No,6,Medium,Medium,Positive,3,Female,74,72,87,82,62,65,A-
16,93,Yes,8,Medium,High,Positive,4,Female,72,68,86,81,53,63,B+
18,68,No,8,High,High,Neutral,3,Female,63,68,83,82,86,58,B
18,67,No,6,Medium,High,Positive,2,Female,69,66,83,76,46,57,B
21,65,Yes,8,Medium,Medium,Positive,2,Male,63,61,85,80,62,56,B
21,66,No,9,Low,Medium,Positive,2,Male,61,69,84,81,57,56,B
20,90,No,5,Medium,Medium,Positive,2,Male,69,68,80,86,51,59,B
23,79,Yes,8,Low,High,Negative,4,Male,65,71,87,83,54,61,B+
27,91,Yes,5,Low,High,Neutral,4,Male,75,80,91,81,70,67,A-
26,90,No,9,Low,Low,Negative,2,Female,72,72,85,89,66,64,B+
11,84,Yes,6,High,High,Negative,3,Female,73,69,86,81,71,60,B+
5,87,No,6,Medium,High,Positive,3,Female,69,70,77,87,81,59,B
26,61,Yes,9,Medium,Medium,Negative,6,Male,68,65,85,82,90,60,B+
12,72,Yes,8,High,Medium,Positive,1,Male,67,63,80,75,51,55,B
19,86,No,6,Low,High,Positive,5,Male,75,69,85,81,49,61,B+
13,60,Yes,7,Medium,Medium,Positive,3,Male,65,59,84,82,61,55,B
9,61,Yes,6,Low,Medium,Neutral,2,Male,83,91,89,89,72,75,A
23,94,No,5,High,Medium,Positive,2,Male,65,66,84,84,50,63,B+
25,87,No,7,Medium,Low,Negative,2,Male,68,68,88,86,81,65,A-
17,71,Yes,6,Low,Medium,Positive,4,Female,64,69,85,82,73,57,B
4,88,No,6,Low,High,Neutral,4,Male,64,69,88,86,82,59,B
17,92,Yes,9,High,Low,Positive,3,Female,68,65,92,82,63,61,B+
22,72,No,6,Low,Medium,Neutral,3,Male,65,67,78,81,65,57,B
11,61,Yes,7,High,High,Neutral,3,Female,64,67,87,80,85,54,B-
21,97,Yes,9,Medium,Medium,Positive,1,Male,70,70,89,85,58,62,B+
20,74,No,7,Low,High,Neutral,2,Male,71,78,85,87,64,61,B+
23,64,No,6,Medium,Medium,Positive,5,Male,65,59,81,82,46,57,B
21,80,No,7,Medium,High,Negative,4,Female,59,70,88,85,73,60,B+
14,91,Yes,8,Medium,Medium,Neutral,3,Male,64,72,88,85,88,60,B+
27,69,No,8,Medium,Medium,Negative,2,Male,65,69,83,84,46,58,B
19,71,Yes,10,Medium,High,Positive,3,Female,64,68,95,90,76,61,B+
20,70,Yes,6,Medium,Low,Positive,3,Male,71,67,82,84,87,60,B+
17,68,Yes,5,Medium,Medium,Negative,4,Male,72,66,80,82,61,57,B
15,83,Yes,8,Medium,Medium,Positive,3,Female,76,74,81,89,95,63,B+
19,97,No,7,Medium,Low,Neutral,3,Male,69,72,84,84,48,62,B+
30,66,No,7,Low,High,Positive,2,Male,74,70,85,79,56,59,B
12,99,No,6,Medium,Medium,Neutral,3,Male,71,66,92,88,89,62,B+
10,98,Yes,6,Medium,High,Positive,2,Male,65,66,84,81,60,59,B
29,95,Yes,7,Low,Medium,Neutral,3,Female,71,70,87,89,86,66,A-
19,69,Yes,6,Medium,High,Positive,4,Male,66,65,82,82,62,59,B
16,85,Yes,7,High,Medium,Neutral,2,Male,68,73,83,82,86,62,B+
26,90,Yes,7,Low,Medium,Positive,3,Male,72,71,88,80,79,63,B+
16,99,Yes,5,High,Medium,Positive,5,Male,73,81,85,87,68,64,B+
31,67,Yes,5,Medium,High,Positive,4,Male,71,71,86,81,71,63,B+
24,91,Yes,6,Medium,Medium,Neutral,4,Male,72,70,86,83,54,62,B+
17,74,No,9,Medium,High,Negative,3,Male,69,64,85,85,51,56,B
33,67,Yes,6,Medium,High,Positive,3,Female,76,69,87,84,81,64,B+
16,77,No,7,Low,Medium,Negative,2,Male,61,67,84,87,87,60,B+
24,92,Yes,5,High,High,Neutral,2,Female,62,78,90,90,81,66,A-
22,79,Yes,6,Medium,Medium,Neutral,2,Male,73,69,87,86,91,61,B+
28,82,Yes,5,Medium,Low,Neutral,3,Male,64,67,91,86,90,62,B+
29,100,Yes,8,Medium,Medium,Neutral,3,Female,76,73,84,88,84,69,A-
20,76,Yes,5,Medium,High,Positive,3,Male,64,67,79,83,90,61,B+
15,85,No,8,High,Medium,Negative,3,Male,58,66,85,85,53,58,B
23,75,Yes,8,Low,Low,Positive,1,Female,69,71,82,82,82,59,B
16,76,No,7,High,Medium,Positive,2,Male,69,61,80,81,83,58,B
32,88,No,8,Low,High,Negative,3,Male,67,69,82,82,53,62,B+
21,98,Yes,10,Medium,Medium,Neutral,1,Male,60,72,83,92,90,64,B+
18,82,Yes,8,Medium,Medium,Positive,3,Male,65,60,84,87,45,59,B
21,91,No,5,Medium,Medium,Negative,3,Female,72,67,89,84,67,62,B+
12,64,No,9,Low,Medium,Neutral,4,Male,53,57,85,81,46,52,B-
14,68,No,7,Medium,Medium,Positive,3,Male,67,63,81,81,71,58,B
27,80,No,10,High,Low,Neutral,2,Male,73,73,88,91,66,65,A-
16,61,Yes,6,Medium,Medium,Negative,2,Male,64,60,81,83,76,53,B-
14,70,Yes,9,Low,Medium,Positive,4,Female,66,63,80,78,83,57,B
23,81,No,7,Low,Medium,Positive,4,Male,66,71,85,82,83,62,B+
27,61,Yes,10,Medium,High,Positive,3,Female,76,77,90,85,81,63,B+
24,71,Yes,7,Low,Medium,Positive,3,Male,67,73,84,86,50,60,B+
26,81,No,10,Low,Medium,Positive,5,Female,68,61,84,80,66,60,B+
15,83,Yes,8,Medium,Medium,Neutral,3,Male,61,67,90,86,86,57,B
11,97,Yes,8,Low,High,Negative,2,Male,67,68,90,84,78,61,B+
29,86,No,10,Low,High,Positive,4,Female,69,73,91,84,79,65,A-
18,77,Yes,6,Medium,Medium,Neutral,3,Female,65,64,84,83,56,58,B
18,97,No,8,Low,Medium,Neutral,2,Male,79,71,89,89,61,63,B+
28,91,No,7,Low,Medium,Positive,5,Male,70,76,91,82,93,68,A-
23,68,Yes,7,Medium,High,Neutral,4,Male,59,64,86,82,87,58,B
23,65,Yes,7,Low,Medium,Neutral,3,Female,71,61,86,79,53,56,B
33,87,No,8,Low,Medium,Positive,3,Male,71,70,87,89,72,64,B+
16,82,Yes,8,Medium,Medium,Positive,2,Female,64,68,80,85,70,59,B
26,92,Yes,6,Medium,Medium,Neutral,3,Female,75,72,90,81,67,62,B+
20,90,No,7,Low,Low,Positive,3,Female,66,72,91,81,69,61,B+
22,85,No,4,Medium,High,Positive,2,Male,80,70,88,83,77,64,B+
29,99,Yes,8,High,Low,Neutral,2,Male,81,79,97,83,93,70,A
23,81,Yes,10,High,High,Neutral,2,Female,69,74,89,81,89,63,B+
23,65,No,7,Medium,Medium,Negative,3,Female,77,71,83,80,89,59,B
26,93,No,5,Low,High,Positive,3,Female,71,73,84,81,80,66,A-
18,70,Yes,8,Medium,Medium,Negative,3,Male,66,62,85,77,46,55,B
15,91,No,6,Low,Medium,Neutral,2,Female,67,66,84,81,67,58,B
14,98,Yes,7,Medium,Medium,Neutral,2,Male,78,68,89,89,71,64,B+
8,88,Yes,8,High,Medium,Negative,4,Male,74,66,87,90,87,59,B
32,84,Yes,8,Medium,Medium,Positive,3,Female,73,75,88,88,91,65,A-
13,78,Yes,9,Medium,High,Negative,4,Male,62,67,86,78,68,57,B
19,75,No,7,Low,Low,Neutral,4,Female,66,63,87,88,60,56,B
18,74,Yes,7,Low,Medium,Positive,3,Male,61,64,81,85,62,56,B
22,85,No,8,High,High,Neutral,2,Female,82,70,86,87,74,65,A-
25,90,Yes,7,Medium,High,Positive,2,Male,73,74,84,84,59,64,B+
25,87,Yes,6,Low,Medium,Positive,2,Female,71,72,90,85,91,65,A-
17,68,Yes,8,Medium,High,Neutral,2,Male,67,65,77,83,66,58,B
19,80,Yes,5,Medium,Medium,Neutral,3,Female,62,66,85,82,95,60,B+
22,92,Yes,7,Low,Medium,Positive,4,Female,65,68,87,85,50,61,B+
19,79,Yes,5,Medium,Medium,Neutral,2,Male,72,65,82,85,54,59,B
30,81,No,6,Medium,Medium,Positive,3,Male,70,75,87,87,71,65,A-
23,91,No,6,Medium,Low,Neutral,3,Female,67,70,80,92,88,64,B+
24,86,No,6,Low,High,Positive,3,Female,73,76,84,85,63,63,B+
24,76,No,9,Medium,Low,Neutral,3,Female,74,74,86,88,87,61,B+
27,96,No,9,Low,Medium,Positive,4,Female,76,70,92,83,66,65,A-
21,67,Yes,9,High,High,Neutral,3,Male,71,67,81,84,88,59,B
12,100,No,7,Medium,High,Positive,6,Male,67,67,85,86,59,62,B+
22,65,Yes,6,High,Medium,Positive,1,Male,60,65,82,81,69,58,B
16,61,No,8,Medium,High,Positive,3,Male,70,70,80,82,59,55,B
17,96,No,7,Low,High,Positive,1,Female,69,69,85,84,56,62,B+
24,70,Yes,7,Medium,Low,Negative,4,Male,65,67,84,84,66,58,B
27,89,No,4,Medium,Low,Neutral,4,Female,76,72,85,84,62,62,B+
20,92,Yes,8,Medium,Medium,Neutral,3,Female,72,66,84,80,84,62,B+
30,100,Yes,7,Low,Medium,Neutral,2,Female,78,73,89,88,63,68,A-
21,72,Yes,8,Medium,High,Positive,3,Male,81,66,83,83,95,63,B+
36,88,No,8,High,Medium,Negative,3,Female,72,72,91,81,94,67,A-
23,65,Yes,6,Medium,Low,Positive,3,Male,70,56,86,80,91,58,B
9,76,No,7,Medium,Medium,Negative,3,Male,64,66,84,83,74,56,B
25,94,No,5,Low,High,Negative,4,Female,76,82,88,83,66,67,A-
22,75,Yes,9,Low,Medium,Neutral,2,Male,75,68,86,87,61,60,B+
28,84,Yes,8,Medium,Medium,Positive,4,Female,74,67,93,92,46,64,B+
24,80,Yes,6,Medium,High,Neutral,3,Female,71,66,79,88,77,61,B+
19,86,No,8,Medium,Medium,Negative,4,Female,75,68,84,84,73,62,B+
13,99,No,7,Medium,Medium,Positive,4,Male,70,68,88,89,76,64,B+
19,62,Yes,6,Low,Medium,Neutral,2,Female,63,70,86,85,74,59,B
15,83,Yes,7,Low,Medium,Positive,3,Male,61,69,86,91,52,58,B
17,95,Yes,8,Low,High,Negative,2,Female,58,63,86,89,80,59,B
24,79,Yes,8,High,Medium,Negative,2,Male,75,68,86,79,63,58,B
30,63,No,10,Medium,Medium,Neutral,4,Female,63,73,82,87,71,60,B+
22,82,No,7,High,Medium,Neutral,4,Male,70,77,80,89,63,63,B+
13,73,Yes,7,Medium,Medium,Positive,4,Male,63,74,85,80,46,56,B
23,66,No,8,Low,High,Neutral,3,Male,66,62,88,89,89,57,B
27,94,Yes,7,Medium,Medium,Neutral,1,Male,76,82,85,89,52,64,B+
16,81,Yes,6,Medium,High,Positive,3,Female,73,67,85,79,74,61,B+
19,97,No,6,Medium,Medium,Neutral,4,Male,70,71,86,86,89,65,A-
20,92,Yes,4,Medium,Medium,Neutral,4,Male,71,73,83,90,56,64,B+
15,88,Yes,8,Medium,Low,Positive,2,Male,66,63,79,76,66,57,B
24,60,Yes,5,Medium,High,Neutral,5,Male,64,66,83,86,64,57,B
19,77,Yes,6,Low,Medium,Negative,2,Male,74,62,86,86,49,59,B
15,96,No,7,Medium,Low,Positive,2,Male,71,68,84,83,69,61,B+
17,67,Yes,10,Medium,Medium,Positive,5,Male,69,70,87,86,46,58,B
24,71,Yes,5,Medium,Medium,Positive,3,Male,71,68,84,84,69,60,B+
18,81,Yes,10,Low,Medium,Negative,2,Male,70,65,87,77,50,57,B
30,71,Yes,9,High,Medium,Neutral,4,Male,72,72,86,87,90,63,B+
18,68,Yes,8,Low,Medium,Positive,2,Male,60,70,86,81,78,58,B
21,84,No,9,Low,High,Negative,3,Female,68,60,81,86,48,58,B
26,64,No,8,High,Medium,Positive,4,Male,66,71,78,82,86,61,B+
11,62,Yes,4,Medium,Medium,Negative,3,Male,60,61,86,81,63,54,B-
11,89,Yes,5,Medium,Medium,Neutral,2,Female,69,66,83,88,58,58,B
